iteration,U,p,k,omega
90.0,0.00120456537426,0.00258237324761,0.00152106104364,0.000442255449562
91.0,0.00119650978613,0.00252339185426,0.00151028446069,0.000437846224372
92.0,0.00118862794246,0.00246168858856,0.00149976449056,0.000433600460678
93.0,0.00118086129194,0.00240550017649,0.00148948414441,0.000429377950502
94.0,0.00117320127255,0.00235692871728,0.00147951257321,0.000425167249412
95.0,0.00116562025808,0.00231298296418,0.00146987347117,0.000421015044631
96.0,0.00115809646808,0.00227503109265,0.0014604526657,0.000416950767772
97.0,0.00115070123402,0.00224904620049,0.00145134863326,0.000412979650869
98.0,0.00114335305858,0.00222692937326,0.00144255799419,0.000409166767074
99.0,0.00113608023419,0.00220750092037,0.00143405607451,0.000405511263494
100.0,0.00112886698078,0.00219110137381,0.00142583710085,0.000401988803181
101.0,0.00112175571824,0.00217370276339,0.0014177449333,0.000398473348451
102.0,0.00111501299127,0.00215779557442,0.00140971536243,0.000394938877194
103.0,0.00110844375679,0.00214055173029,0.00140182888912,0.000391421101457
104.0,0.00110197793652,0.00212832701789,0.00139412505251,0.000387971526056
105.0,0.00109567101669,0.0021163804707,0.00138664979724,0.000384634963672
106.0,0.00108962565908,0.0021063005507,0.00137945635345,0.000381368155943
107.0,0.00108376267744,0.00209089751029,0.00137236596677,0.000378202780644
108.0,0.00107803097033,0.00206624954587,0.00136533663963,0.00037509965952
109.0,0.00107234012573,0.00203273247721,0.00135846017029,0.000372018276752
110.0,0.00106682947266,0.00199773292063,0.00135169481025,0.000368929898249
111.0,0.00106151476283,0.00196315706465,0.00134512941968,0.000365828435468
112.0,0.00105627576378,0.00192619993789,0.0013387724494,0.000362779890474
113.0,0.00105114766015,0.00189674710262,0.00133243439274,0.000359852938457
114.0,0.00104600703354,0.00187250059943,0.00132614203352,0.000357034833082
115.0,0.00104102077096,0.00185720033749,0.00131992430167,0.000354230843836
116.0,0.00103603106188,0.00183137005068,0.00131379690924,0.000351455093069
117.0,0.00103119018251,0.00181675946073,0.00130779374962,0.000348705140483
118.0,0.00102639440668,0.00180889460485,0.00130190508668,0.000345966927125
119.0,0.00102149880016,0.0017971637552,0.0012960067843,0.000343290302249
120.0,0.0010167421363,0.00178194262184,0.00129013872017,0.000340670428735
121.0,0.00101212701044,0.00177326557483,0.00128432517506,0.000338093413427
122.0,0.00100744634164,0.00176930749302,0.00127858978957,0.000335531174903
123.0,0.00100269376842,0.00175581790082,0.00127293687888,0.0003330081986
124.0,0.000997981621171,0.00174160901006,0.00126734927864,0.000330550118059
125.0,0.000993485664073,0.0017257182677,0.00126180976767,0.00032812581955
126.0,0.00098893432755,0.00171704372962,0.00125625858522,0.000325716455711
127.0,0.000984308596815,0.00170482561058,0.00125077418649,0.000323322074692
128.0,0.000979655014195,0.00169217337663,0.00124535455532,0.000320971351396
129.0,0.000975110736693,0.00168114589507,0.00123999942294,0.000318649169705
130.0,0.000970642285128,0.00166265217974,0.00123470452754,0.000316354895424
131.0,0.000966215708028,0.00165587011979,0.00122948777116,0.000314065590543
132.0,0.000961797188047,0.00164466908305,0.0012242725148,0.000311819406321
133.0,0.000957427850848,0.00163590936298,0.00121906306842,0.00030961776144
134.0,0.000953092196955,0.0016275200312,0.00121389350241,0.000307433213813
135.0,0.000948908930737,0.00161675041431,0.00120877418832,0.000305264840318
136.0,0.000944941251795,0.00161241865952,0.00120371752459,0.000303116579235
137.0,0.00094093895901,0.00161238173386,0.00119871659433,0.000300986244658
138.0,0.000937016564742,0.00161466648651,0.00119376468437,0.000298865550708
139.0,0.000933205604234,0.00161319074637,0.00118883159876,0.000296768303921
140.0,0.000929505807132,0.00160651142863,0.00118390110056,0.000294692581532
141.0,0.000926001562929,0.00160575827406,0.00117900174186,0.000292628974368
142.0,0.000922525182084,0.00160756570647,0.00117418569091,0.000290564659257
143.0,0.000919140408323,0.00161036732371,0.00116940917398,0.000288519760667
144.0,0.000915810664763,0.00161271860419,0.00116469767623,0.000286497077208
145.0,0.000912550977289,0.00160972206419,0.00116002735243,0.000284493288233
146.0,0.000909384950746,0.00160854404941,0.00115541583633,0.000282500443366
147.0,0.000906235482329,0.00161213137242,0.0011507834285,0.000280519265492
148.0,0.000903116470068,0.00161591317175,0.00114613947757,0.000278562838472
149.0,0.000900082526208,0.00162251773006,0.00114148461855,0.000276617385629
150.0,0.000897026230517,0.0016290289994,0.00113683826675,0.000274673471856
151.0,0.000894001375295,0.00163140231655,0.00113218934289,0.00027273441536
152.0,0.000890992939994,0.00162905734876,0.00112757000125,0.000270804068427
153.0,0.000887971647784,0.00163093164866,0.00112293882467,0.00026889219401
154.0,0.00088501985059,0.00163510174086,0.00111835988867,0.000266993226959
155.0,0.000882047891191,0.00163576587192,0.00111377456207,0.000265110496155
156.0,0.000878970753739,0.00163387865446,0.00110916084737,0.000263253346312
157.0,0.000875946184568,0.00162974591251,0.00110452144586,0.000261400663437
158.0,0.000872885857163,0.00162449152434,0.00109987667903,0.000259567926135
159.0,0.000869807251303,0.00162304941818,0.00109522128888,0.000257746293996
160.0,0.000866808868195,0.00162156246603,0.00109053554298,0.000255928040871
161.0,0.000863838046266,0.00161967506824,0.00108585193254,0.000254119673112
162.0,0.000860768672963,0.00161582098116,0.00108115045336,0.000252328176216
163.0,0.000857633712413,0.00161344222572,0.00107646744369,0.000250555468285
164.0,0.000854661734371,0.00161031026873,0.00107176982966,0.000248793401947
165.0,0.000851697215543,0.00160880241185,0.00106702519816,0.000247060590756
166.0,0.000848777959827,0.00160926999359,0.00106228323616,0.000245342291468
167.0,0.000845811563237,0.00160524055322,0.00105750727577,0.000243651755794
168.0,0.000842866743203,0.00160176537964,0.00105274651997,0.000241966483122
169.0,0.000839990061671,0.00160239440038,0.00104797993071,0.000240318461652
170.0,0.0008371604206,0.00159715087181,0.00104318551893,0.000238667179331
171.0,0.000834297812302,0.0015888377429,0.00103840042352,0.000237049811232
172.0,0.000831474244126,0.00157974965905,0.00103360758697,0.000235443196433
173.0,0.000828671230665,0.00157360708479,0.00102877705032,0.000233860703135
174.0,0.000825945118517,0.00156912103351,0.00102393553517,0.000232296096901
175.0,0.000823288090366,0.00156796581991,0.00101907824268,0.000230740331243
176.0,0.000820674178577,0.00156437484257,0.00101421589663,0.000229222564588
177.0,0.000818001034994,0.00155584173804,0.00100936057337,0.000227709451155
178.0,0.000815390213227,0.00154631198612,0.00100449829324,0.000226206465932
179.0,0.000812869336956,0.0015374002242,0.000999663594928,0.000224719543137
180.0,0.000810414821737,0.00153427810313,0.000994815967112,0.000223272238374
181.0,0.000808046848642,0.00153017715062,0.000989987370059,0.000221831515863
182.0,0.000805719692244,0.00152843644145,0.000985150590548,0.000220404061398
183.0,0.000803471514999,0.00152885176775,0.000980270690518,0.000219006586749
184.0,0.000801226211504,0.00151795522837,0.000975431424765,0.000217615164612
185.0,0.000798969999606,0.00150412023322,0.000970587756753,0.000216227471462
186.0,0.000796745507754,0.00149262486745,0.000965740642481,0.000214858491376
187.0,0.000794595116057,0.00148259567771,0.00096096593097,0.000213506553628
188.0,0.000792534153967,0.00147205261173,0.000956195283794,0.000212165548446
189.0,0.000790525286713,0.00146234677089,0.00095146373499,0.000210828304228
190.0,0.000788521886397,0.0014566122805,0.000946726609143,0.000209511446461
191.0,0.000786544103112,0.00145289306448,0.000942013838412,0.000208215880131
192.0,0.00078446272162,0.00144840947832,0.000937287355202,0.000206920577532
193.0,0.000782394920429,0.00144671134378,0.000932541790776,0.000205642062618
194.0,0.000780331712236,0.00144134506135,0.000927844208786,0.000204368433581
195.0,0.000778285926614,0.00142956454735,0.000923101057101,0.000203098753393
196.0,0.000776149496218,0.00141785334138,0.00091838029422,0.000201841886277
197.0,0.000773931210218,0.00140374831819,0.000913683133827,0.000200592996933
198.0,0.000771687995268,0.00139179608241,0.00090900040122,0.000199351824091
199.0,0.000769325220141,0.00137678522293,0.00090431249156,0.000198120685791
200.0,0.000766966989812,0.00137055041706,0.000899647883255,0.000196899423074
201.0,0.000764554988183,0.0013636442895,0.000894979531383,0.000195685535792
202.0,0.000762097759451,0.00135289560083,0.000890332179257,0.000194482953425
203.0,0.000759514357726,0.00134270947717,0.000885720169138,0.00019329300631
204.0,0.000756898444666,0.00132282106134,0.000881111775813,0.000192102627094
205.0,0.000754170705955,0.001304490701,0.000876527353455,0.000190927794615
206.0,0.000751390337296,0.00128738928687,0.000871966616219,0.000189752332611
207.0,0.0007486391188,0.00126852569521,0.000867455785054,0.000188589014239
208.0,0.000745841972602,0.0012502545072,0.000862963346822,0.000187434923094
209.0,0.000742889258417,0.00123679567068,0.000858508883272,0.000186283625454
210.0,0.00073984401753,0.00122444307765,0.000854111087627,0.000185135060668
211.0,0.000736791237988,0.00121448167225,0.0008497362939,0.000184000457146
212.0,0.00073366678508,0.00120946739051,0.000845399677996,0.000182879784121
213.0,0.000730492596063,0.00119282607635,0.000841104112175,0.0001817566614
214.0,0.000727279328132,0.00117482180176,0.000836842712523,0.000180649430241
215.0,0.000724044111953,0.00115595841145,0.000832603470145,0.000179547696947
216.0,0.000720717319246,0.00114189222554,0.000828425979747,0.000178455218147
217.0,0.000717291608368,0.00112372967049,0.000824053076387,0.000177435191719
218.0,0.000713945686165,0.00110754587954,0.000819702466235,0.000176415496521
219.0,0.000710601940576,0.0010972563077,0.000815372779381,0.000175394863943
220.0,0.000707206614248,0.00108938074398,0.000811054344191,0.000174385282134
221.0,0.000703808772733,0.00108388558894,0.000806747178969,0.000173395992338
222.0,0.00070039151696,0.00106556165056,0.00080246838861,0.000172394883723
223.0,0.000696950168672,0.00104861227152,0.000798199909576,0.000171413906856
224.0,0.000693499574498,0.00102713079656,0.000793946751088,0.000170447463234
225.0,0.000690153429929,0.00101185136772,0.000789704392706,0.0001694933258
226.0,0.000686868576024,0.00099909373835,0.000785501262231,0.000168541793186
227.0,0.000683684710862,0.000988104415301,0.000781326322704,0.000167596483894
228.0,0.000680550277215,0.000979202645607,0.000777171359387,0.000166650476647
229.0,0.000677480415593,0.000976760528621,0.000773049707735,0.000165698003414
230.0,0.000674493053256,0.000980160716199,0.000768958873083,0.000164734970471
231.0,0.00067158326371,0.000981845368739,0.000764897684355,0.000163774112726
232.0,0.000668806884031,0.00097376346519,0.000760853643983,0.000162793474081
233.0,0.000666151679816,0.000961413607491,0.0007568281495,0.000161802851433
234.0,0.000663561770604,0.000942898462545,0.000752813180702,0.000160804114292
235.0,0.000661098743357,0.000926255039418,0.000748812732699,0.000159797164942
236.0,0.000658752143921,0.000914691614622,0.000744795596176,0.000158789137553
237.0,0.00065644138959,0.000908877281595,0.00074073737185,0.000157771880729
238.0,0.000654162582346,0.000904715636453,0.000736653354191,0.000156740471622
239.0,0.000651791674371,0.000898236980993,0.000732553316677,0.000155705389104
240.0,0.000649484808969,0.000889045365596,0.000728437390709,0.000154653838233
241.0,0.000647232612937,0.000880558776248,0.000724298688117,0.000153588743543
242.0,0.000644978500489,0.000870031778169,0.000720144479318,0.000152513890884
243.0,0.000642670011319,0.000865947718882,0.00071598138177,0.000151440965014
244.0,0.000640293422406,0.000857710220927,0.000711809712821,0.000150362357296
245.0,0.000637852346023,0.000849791200106,0.000707622322071,0.000149280868926
246.0,0.000635292458634,0.000840151793263,0.000703432350892,0.000148202232833
247.0,0.000632639685329,0.000829826219667,0.000699221959883,0.000147123805941
248.0,0.000629924703257,0.000820403312174,0.000695008934578,0.000146054240556
249.0,0.000627087847678,0.000812614147368,0.000690817097723,0.00014499169417
250.0,0.000624140582224,0.000812025078907,0.000686645370802,0.000143931119008
251.0,0.000621026959751,0.000814402134379,0.000682492796213,0.000142882480015
252.0,0.000617693223645,0.000818419689706,0.000678356991386,0.000141844149827
253.0,0.000614134456728,0.000816693030097,0.000674249407545,0.000140815158562
254.0,0.000610411193801,0.000812978368674,0.000670183601866,0.000139802888329
255.0,0.000606520708314,0.000804442670607,0.000666153203307,0.000138806318909
256.0,0.000602473973018,0.00079038356932,0.000662155012784,0.000137820297647
257.0,0.000598260884355,0.000777114321268,0.000658191381257,0.000136850255726
258.0,0.000593835487654,0.00078601670784,0.000654259155028,0.000135884964342
259.0,0.000589224840578,0.000788596038999,0.000650368463237,0.000134938522712
260.0,0.00058441479075,0.000776581105904,0.000646511691489,0.000134001747527
261.0,0.000579458060184,0.000762817138825,0.000642673325619,0.000133084424989
262.0,0.000574413083439,0.00074961531813,0.000638873859718,0.000132180295266
263.0,0.000569258090731,0.000739138432594,0.00063510726398,0.000131292258623
264.0,0.000563989331587,0.000732780917428,0.000631376324595,0.000130408541994
265.0,0.000558573851281,0.000725816466026,0.000627684568067,0.000129534365696
266.0,0.000553051824935,0.000722595609008,0.000624040756056,0.00012866788063
267.0,0.000547467074406,0.000722374391892,0.000620442705072,0.000127804519584
268.0,0.000541772175099,0.000714546266856,0.000616881686728,0.000126951902345
269.0,0.000536016671504,0.000700196674594,0.000613361598611,0.00012611223406
270.0,0.000530200337519,0.00068993770907,0.000609876618611,0.000125278587021
271.0,0.000524311672903,0.000684422913711,0.000606427549327,0.000124448170647
272.0,0.000518299260733,0.000678197695961,0.000603016482823,0.000123619793076
273.0,0.000512298010775,0.000672517284553,0.000599633700719,0.000122802962668
274.0,0.000506300744137,0.000666423997943,0.000596275158878,0.000121993397698
275.0,0.0005002795545,0.000658623277858,0.000592956971593,0.000121193192889
276.0,0.000494233807539,0.000651214933158,0.000589679243172,0.000120398850292
277.0,0.000488168472359,0.000645315862892,0.000586433747674,0.000119611608096
278.0,0.000482098672767,0.000637579543376,0.000583216064312,0.000118835470337
279.0,0.000476010894667,0.000628818439989,0.000580036295702,0.000118066191477
280.0,0.000469965930188,0.000620805585367,0.000576894920147,0.000117300327204
281.0,0.000464011551728,0.000614759147164,0.000573780105272,0.000116537547151
282.0,0.000458052415604,0.000607875330454,0.000570686838603,0.000115779399501
283.0,0.000452125425239,0.000602446750271,0.000567622603321,0.000115027827251
284.0,0.000446266667995,0.000597917553076,0.000564581806917,0.000114280680639
285.0,0.000440462009667,0.000592618425886,0.000561559198112,0.000113534797876
286.0,0.000434715880727,0.00059215174454,0.00055854824636,0.000112791946087
287.0,0.000429089611622,0.000594250168002,0.000555562287612,0.000112048485271
288.0,0.000423502878384,0.000601355561328,0.000552592809965,0.000111308210634
289.0,0.000417973192827,0.000605153888045,0.000549631808998,0.000110575688299
290.0,0.000412550638284,0.000593578655799,0.000546682287472,0.000109837881482
291.0,0.000407250554652,0.000581852799778,0.000543756371758,0.000109105968121
292.0,0.00040205526604,0.000571814587886,0.000540845963412,0.00010838039594
293.0,0.000396993108233,0.000563411237583,0.000537951965825,0.000107657864899
294.0,0.000392037722966,0.000558701935582,0.000535071093899,0.00010694842406
295.0,0.000387182311502,0.000556220348585,0.000532216741639,0.000106238960851
296.0,0.000382473360144,0.000552483774996,0.00052939088796,0.000105529547406
297.0,0.000377883692958,0.000547127284935,0.000526588949188,0.000104821467863
298.0,0.000373443430691,0.000542680326756,0.000523805962722,0.000104123424778
299.0,0.000369140479755,0.000546827862448,0.000521050900085,0.000103428938893
300.0,0.000364970659392,0.000553557165355,0.000518312527317,0.000102752097798
